위도,경도,거점ID,전기차 여부,주소,거점명
37.55869,127.0766,2418,GA,서울 광진구 중곡동 638-3  ,호텔더디자이너스 건대점
37.56671,127.0074,360,GA,서울 중구 을지로6가 18-21,동대문역사문화공원역 14번출구
37.53143,126.8399,1969,GA,서울 강서구 화곡동 424-94,화곡1동 주민센터 옆
37.45687,127.0162,2455,GA,서울 서초구 우면동 763,남서울농협하나로마트 우면점
37.57244,126.8902,609,EV,서울 마포구 상암동 1643,상암 월드컵3단지아파트
37.57428,127.085,1001,GA,서울 중랑구 면목동 378-10,용마산역
37.49282,126.8944,300,GA,서울 구로구 구로동 120-5,대림역 2번출구
37.58256,127.0475,1171,GA,서울 동대문구 청량리동 235-4,청량리역 3번출구
37.50465,127.0005,389,TO,서울 서초구 반포동 18-3,래미안퍼스티지(사당_고속터미널)
37.66315,127.0364,2420,GA,서울 도봉구 방학동 691-5  ,서현 S-OIL
37.51064,127.0246,278,GA,서울 강남구 논현동 123-11,논현역(논현1호공영)
37.52869,126.8707,465,EV,서울 양천구 목동 924번지,KT목동지사
37.53412,127.0715,1067,GA,서울 광진구 자양동 553-501,자양파출소 앞
37.53702,127.1385,218,GA,서울 강동구 길동 413-1,길동 탑스위트
37.54356,127.0699,112,GA,서울 광진구 화양동 10-1,건대입구역
37.48906,127.0529,322,GA,서울 강남구 도곡동 467-13,도곡역 4번출구(군인공제회관)
37.61025,126.9297,554,GA,서울 은평구 대조동 14-8,불광역 5번출구
37.51635,127.1133,2232,GA,서울 송파구 방이동 47,몽촌토성역 2번출구
37.55889,127.0134,1166,GA,서울 중구 신당4동 330-17,청구역 3번출구
37.62075,127.0798,1288,GA,서울 노원구 공릉동 747,화랑대역(공릉두산힐스빌)
37.52665,127.0396,888,GA,서울 강남구 신사동 664-23,압구정로데오역 5번출구
37.48735,126.8939,2088,GA,서울 구로구 구로동 170-13,서울영서초등학교 옆
37.48736,126.9235,816,GA,서울 관악구 신림동 1456-3,신림역5번출구
37.58723,127.0873,447,GA,서울 중랑구 면목동 116-1,면목본동 주민센터 앞
37.48106,126.9057,1110,GA,서울 관악구 조원동 571-6,조원동
37.54231,127.0652,113,GA,서울 광진구 화양동 49-9,건대입구역 1번출구
37.6015,126.9078,2210,GA,서울 은평구 신사1동 11-18,신사1동 거주자우선주차구역
37.59543,126.9486,487,GA,서울 서대문구 홍제동 279-43,문화촌 S-Oil
37.52865,127.1361,375,GA,서울 강동구 성내동 416,둔촌동역 4번출구
37.48273,126.9814,1052,GA,서울 동작구 사당동 1007-36,이수역 7번출구
37.48591,127.1057,2034,GA,서울 강남구 수서동 199-2,SRT 수서역
37.52453,127.1346,1840,GA,서울 강동구 성내동 439-16,GS칼텍스 신월
37.56136,126.8412,383,EV,서울 강서구 등촌동 688,등촌주공3단지아파트
37.55964,126.9663,2190,EV,서울 중구 중림동 155-1,중림종합복지센터
37.49444,126.927,2363,GA,서울 동작구 신대방동 343-5,관악노인종합복지관 옆
37.4828,126.9419,546,GA,서울 관악구 봉천동 931-3,봉천동2
37.59199,126.9077,623,GA,서울 은평구 신사동 194,새절역 3번출구
37.49637,126.9376,2221,GA,서울 동작구 상도동 279-223,상도동 지오빌
37.53785,127.1254,1161,TO,서울 강동구 성내동 57-12,천호역
37.55241,126.9375,626,GA,서울 마포구 신수동 63-18,서강대
37.55095,127.1429,456,GA,서울 강동구 명일동 312-250,명일역
37.51632,126.9023,963,TO,서울 영등포구 영등포동4가 442-2,영등포 타임스퀘어 옆
37.52913,126.8488,136,TO,서울 강서구 화곡8동 890,곰달래문화복지관
37.53245,127.0063,2341,GA,서울 용산구 한남동 628-1,용산 한남오거리
37.52732,126.8564,2294,GA,서울 양천구 신정동 1056,신정4동 노상공영주차장
37.5,127.0105,2426,GA,서울 서초구 반포동 49-8,반포미도아파트앞 공영
37.59522,127.0928,606,GA,서울 중랑구 상봉동 83-1,상봉터미널
37.52401,126.958,1858,GA,서울 용산구 이촌동 411,동아그린아파트
37.61996,127.0866,1286,TO,서울 중랑구 묵동 28,화랑대역
37.54484,127.1275,1159,GA,서울 강동구 천호동 361,천호공원 앞
37.66722,127.0452,391,GA,서울 도봉구 방학동 717-6,롯데마트 VIC도봉점
37.57203,126.9968,1116,GA,서울 종로구 인의동 112-14,종로4가교차로
37.57082,127.0376,667,GA,서울 성동구 마장동 474-1,서울시설관리공단 교차로
37.65216,127.0139,2501,GA,서울 도봉구 쌍문동 422-14,덕성여대 정문 앞
37.60098,126.9269,1032,TO,서울 은평구 응암동 96-1,은평구청입구 교차로
37.51318,126.9419,264,GA,서울 동작구 노량진1동 59-35,노량진역
126.9164,37.60753,2577,GA,서울 은평구 역촌동 12-43,구산역 2번출구
37.4962,126.9374,2543,GA,서울 동작구 상도동 279-228,상도그레이스빌
37.4665,126.8897,345,GA,서울 금천구 독산동 1081-4,독산역
37.46409,127.1063,308,GA,서울 강남구 세곡동 517,대왕초등학교
37.47413,127.0462,898,GA,서울 서초구 양재동 301-6,양재 구룡공영주차장
37.52368,126.8829,915,GA,서울 영등포구 양평동2가 40-9,양평역 2번출구
37.48443,126.9022,186,TO,서울 구로구 구로동 810-3,구로디지털역 공영주차장
37.571,126.9959,1115,TO,서울 종로구 종로4가 32-7,종로3가역
37.50773,127.0453,705,GA,서울 강남구 역삼동 683-34,선릉역 7번출구(디캠프)
37.65049,127.0714,1219,GA,서울 노원구 중계동 413-19,하이마트 중계점
37.50377,127.0231,1835,GA,서울 서초구 서초동 1303-1,GS칼텍스 삼방
37.53014,126.8734,1261,GA,서울 양천구 목동 919-7,홈플러스 목동점
37.53331,126.8677,1988,GA,서울 양천구 목동 951,목동금호어울림아파트
37.50197,127.0374,2496,GA,서울 강남구 역삼동 679,GS칼텍스 소매영업본부
37.59519,126.9475,2530,GA,서울 서대문구 홍제동 278-56 앞,문화촌어린이공원
37.51885,127.0276,70,GA,서울 강남구 논현동 7-18,강남을지병원앞사거리
37.58908,127.0538,771,GA,서울 동대문구 회기동 65-44,시조사삼거리
37.51377,127.1043,405,GA,서울 송파구 신천동 29,롯데월드타워
127.07,37.57486,2570,GA,서울 동대문구 장안동 291-18,장안동 삼화에코빌3차
37.50412,126.8527,2242,GA,서울 구로구 고척동 264-31,고척근린공원
37.5594,126.9735,2373,GA,서울 중구 봉래동1가 5-36,태평로 우체국
37.50979,127.0838,856,GA,서울 송파구 잠실동 205-19,잠실새내역 3번출구
37.50592,127.0846,1072,GA,서울 송파구 잠실동 230-2,잠실본동 주민센터 앞
37.59117,127.0162,730,GA,서울 성북구 동소문동5가 118,성신여대역
37.58404,127.049,2280,GA,서울 동대문구 청량리동 51-2,서울성심병원 뒤
37.53552,127.128,2058,GA,서울 강동구 성내동 25-1,천호역 이안강동주상복합
37.56713,127.1784,94,EV,서울 강동구 강일동 376-60,강일리버파크5단지
37.53122,126.8515,851,GA,서울 강서구 화곡동 872-36,신정초교 앞
37.63322,127.0411,671,GA,서울 도봉구 창3동 504-21,서울신화초등학교
37.66314,127.0369,516,GA,서울 도봉구 방학1동 691-7,방학동 신한은행
37.4949,126.843,976,GA,서울 구로구 오류동 47-1,오류동역 3번출구(삼익쇼핑센터)
37.57966,126.9232,458,GA,서울 서대문구 남가좌동 50-3,명지대
37.53892,127.1332,81,GA,서울 강동구 천호동 167-195,강동역 1번출구
37.56984,126.8419,19,GA,서울 강서구 가양동 151-1,SK주유소 가양점
37.58187,126.9371,634,GA,서울 서대문구 홍은동 428-1,서대문구청사거리
37.48922,126.992,1923,EV,서울 서초구 방배4동 852-12,방배4동 주민센터
37.50263,127.0933,740,GA,서울 송파구 삼전동 62-2,송파구민회관
37.57863,126.8935,2423,GA,서울 마포구 상암동 1610-1  ,상암 임시공영주차장
37.57047,127.0243,992,GA,서울 성동구 상왕십리동 95,왕십리 텐즈힐몰
37.53608,127.0843,203,GA,서울 광진구 자양동 680-2,구의역 4번출구
37.51368,127.0264,2102,GA,서울 강남구 논현동 40,학동공원 앞
37.50232,126.8639,133,GA,서울 구로구 고척동 52-54,고척시장
37.50829,127.0059,2488,GA,서울 서초구 잠원동 70,뉴코아아울렛 강남점
37.49993,126.9318,794,GA,서울 동작구 상도3동 324-1,신대방삼거리역 1번출구
37.46767,126.9449,152,GA,서울 관악구 신림동 209-1,관악문화관도서관
37.58892,126.9423,2345,GA,서울 서대문구 홍제동 332-12,홍제역 4번출구
37.60333,126.9286,1033,GA,서울 은평구 녹번동 85-4,은평문화예술회관
37.57366,127.0595,1855,GA,서울 동대문구 답십리동 80,답십리청솔우성아파트
37.60713,127.0103,2313,GA,서울 성북구 정릉동 408-13,정릉동
37.53513,126.9973,1056,GA,서울 용산구 한남동 737-37  ,이태원역 2번출구
37.48643,127.0148,254,GA,서울 서초구 서초동 1600-2,남부터미널역 6번출구(담이주차장)
37.5645,126.9752,669,GA,서울 중구 서소문동 37,서울시청 서소문청사
37.55493,126.965,1912,GA,서울 중구 만리동2가 6-5,서울역 손기정체육공원
37.49977,127.0322,205,GA,서울 강남구 역삼동 648-19,국기원입구사거리
37.48608,126.9554,1028,GA,서울 관악구 봉천동 42-1,은천삼거리
37.54676,126.9527,2094,GA,서울 마포구 공덕동 473,공덕역 3번출구
37.496,127.0205,2227,GA,서울 서초구 서초동 1680-1,롯데렌터카 서초지점
37.57575,127.0033,1059,GA,서울 종로구 이화동 215,이화사거리
37.52418,126.8956,965,TO,서울 영등포구 당산동3가 370-3,영등포구청역
37.57988,127.0834,1869,GA,서울 중랑구 면목동 1511,면목 두산3단지아파트
37.47797,126.9399,545,GA,서울 관악구 봉천동 1537-3,봉천동
37.56223,127.0687,1079,GA,서울 동대문구 장안동 458-8,장안동
37.52076,126.889,1914,GA,서울 영등포구 문래동 6가 10,GS강서타워
37.49954,127.039,2001,GA,서울 강남구 역삼동 725-6,역삼역 1번출구(스타뷰빌라)
37.55644,126.9174,1271,GA,서울 마포구 서교동 460-32,홍대입구역
37.54509,126.9652,759,GA,서울 용산구 청파동3가 115-21,숙명여대
37.48721,126.9134,800,TO,서울 관악구 신림동 516,신대방역 1번출구
37.48647,127.0129,2486,GA,서울 서초구 서초동 1593-7,남부터미널역 6번출구(서초이오빌)
37.58916,127.0291,102,GA,서울 성북구 안암동5가 12-128,개운사(고려대)
37.4968,126.9558,761,GA,서울 동작구 상도동 511,숭실대학교
37.5292,127.1412,376,EV,서울 강동구 둔촌동 555,둔촌신동아파밀리에아파트
126.8461,37.55802,2560,GA,서울 강서구 등촌동 664-12,등촌동 청림빌딩
37.5422,127.0175,986,GA,서울 성동구 옥수동 377-5 앞,옥수역
37.50991,127.021,279,GA,서울 서초구 반포동 707,논현역 3번출구
37.48605,126.8943,1940,GA,서울 구로구 구로동 197-5,구로디지털단지(삼성IT밸리)
37.48928,127.0115,693,GA,서울 서초구 서초동 1561-9,서초역
37.5377,127.0588,2288,GA,서울 성동구 성수동2가 840,대명 루첸아파트 상가동
37.64727,126.9281,2253,GA,서울 은평구 진관동 6,상림마을은평뉴타운4단지 아파트
37.49512,127.1557,417,GA,서울 송파구 마천동 214,마천역(1공영)
37.56845,127.0521,284,GA,서울 동대문구 답십리동 530-8,답십리역 1번출구
37.47677,126.8957,43,EV,서울 금천구 가산동 148-28,가산동 공영주차장
37.52837,126.8943,2456,GA,서울 영등포구 당산동3가 560,영등포구청별관(영등포구청역 3번출구)
37.65368,127.0568,267,TO,서울 노원구 상계동 701-1,노원구청
37.64195,127.1067,2370,GA,서울 노원구 공릉2동 26-21,삼육대학교C
37.49707,127.0725,1224,TO,서울 강남구 대치동 514-1,학여울역
37.48213,126.8813,51,GA,서울 금천구 가산동 459-11,가산디지털단지역(제이플라츠)
37.50731,126.8917,803,GA,서울 구로구 구로동 2-11,신도림역
37.57698,126.9216,243,GA,서울 서대문구 남가좌동 232-3(64-8),남가좌동사거리
37.56044,126.8595,1142,GA,서울 강서구 가양동 1488-12,증미역
37.55585,127.1569,989,GA,서울 강동구 고덕동 300,온조대왕문화체육관 옆
37.50201,126.8823,189,GA,서울 구로구 구로동 586-9,구로역
37.48179,126.9518,2469,GA,서울 관악구 봉천동 870-13,서울대입구역 5번출구
37.56429,126.9811,400,GA,서울 중구 소공동 1,롯데백화점 본점
37.49849,126.9857,24,GA,서울 서초구 방배동 750-20,SK주유소 반포점
37.55344,126.9196,1981,GA,서울 마포구 서교동 371-10,메리골드호텔
37.55782,126.9385,858,GA,서울 서대문구 창천동 13-12,신촌 명물길
37.48096,126.9489,1819,GA,서울 관악구 봉천동 882-1,CU 서울대파인점
37.53681,126.8806,473,GA,서울 양천구 목동 908-26,목동체비지
37.62503,127.0182,583,GA,서울 강북구 미아동 777-18,삼양오거리
37.54438,126.8717,2323,GA,서울 양천구 목2동 532-18,서울양화초등학교 옆
37.49697,126.8434,981,GA,서울 구로구 오류1동 25-10,오류시장
37.57348,126.8106,520,GA,서울 강서구 방화동 484-17,방화사거리
37.5914,126.9172,1044,TO,서울 은평구 응암동 577-7,응암오거리
37.44961,126.906,2544,GA,서울 금천구 시흥동 922-21,CU 시흥독산로점 옆
37.5043,127.0186,2440,GA,서울 서초구 반포동 743-19,신논현역 1번출구(친환경)
37.56572,126.9885,1037,GA,서울 중구 을지로2가 203,을지로3가역(파인애비뉴)
37.65237,127.0457,1151,GA,서울 도봉구 창동 330,창동역(서)(s)
37.61546,127.0302,399,TO,서울 강북구 미아4동 70-26,롯데백화점 미아
37.50084,127.039,945,GA,서울 강남구 역삼동 718-11,역삼역 교차로
37.56355,126.8097,146,GA,서울 강서구 방화2동 612-18,공항시장역 1번출구
37.62252,126.9177,2151,GA,서울 은평구 갈현동 426-3,갈현제1동주민센터 옆
37.48181,126.9013,2357,GA,서울 관악구 신림동 1655-27,구로디지털단지입구교차로
37.56396,126.9263,2451,GA,서울 마포구 연남동 224-68,연남동 노상공영주차장
37.54361,126.9717,2141,GA,서울 용산구 갈월동 87-1,숙대입구역 7번출구
37.52415,126.9015,2308,GA,서울 영등포구 당산동3가 562,당산에스에이치빌
37.63506,126.9209,1145,EV,서울 은평구 진관동 223-27,진관동주민센터
37.56479,126.9067,720,GA,서울 마포구 성산동 199,성산2-1공영주차장
37.61926,127.0789,1188,GA,서울 노원구 공릉동 653-5,태릉사거리
37.51375,127.1138,511,GA,서울 송파구 방이동 52-1,방이공원
37.58054,127.004,1251,GA,서울 종로구 동숭동 1-143,혜화역 2번출구
37.49798,126.9003,2205,GA,서울 영등포구 대림동 745-1,대림3동 공영주차장
37.50127,127.0265,61,GA,서울 강남구 역삼동 815,강남역 11번출구
37.54855,126.9142,1238,GA,서울 마포구 합정동 373-15,합정역 7번출구
37.54278,126.9525,142,GA,서울 마포구 신공덕동 171,공덕역 7번출구
37.55338,126.9031,437,GA,서울 마포구 망원동 397-5,망원정사거리
37.62318,126.9239,950,TO,서울 은평구 불광동 400-17,연광초교 지하 공영주차장
37.65325,127.0372,1214,GA,서울 도봉구 쌍문동 701,하이마트 쌍문점
37.56277,127.0341,2006,GA,서울 성동구 도선동 58-1,왕십리역 1번출구(코스모타워)
37.47973,126.9605,236,TO,서울 관악구 봉천동 1677-10,행운동 제1공영주차장
37.51683,126.865,908,GA,서울 양천구 신정동 322-3,양천경찰서
37.51856,126.8543,845,GA,서울 양천구 신정동 1146,신정네거리역
37.60801,127.0972,781,GA,서울 중랑구 신내동 786,신내동(동성프라자)
37.48222,126.9617,2273,EV,서울 관악구 봉천동 1728,관악파크푸르지오
37.53916,127.056,644,GA,서울 성동구 성수동2가 329-2,경수중학교 앞
37.47373,127.0529,104,GA,서울 강남구 개포동 1176-3,개포동(명일주차장)
37.55112,127.1575,79,GA,서울 강동구 상일동 477,강동아트센터
37.58796,127.0752,450,GA,서울 중랑구 면목동 193-1,면목한신아파트
37.56645,127.1723,91,GA,서울 강동구 강일동 292-2,강일동
37.56783,126.8253,2388,GA,서울 강서구 마곡동 759-1,마곡 더랜드타워
37.52087,126.919,2514,GA,서울 영등포구 여의도동 28-3,여의도 메리어트호텔
37.58734,126.9126,991,GA,서울 은평구 증산동 160-11,와산교 앞
37.49691,126.8902,174,GA,서울 구로구 구로동 102,구로 아트밸리
37.48591,126.8795,2278,GA,서울 금천구 가산동 505-1,가산디지털단지 노상주차장
37.55692,126.9251,1864,GA,서울 마포구 동교동 166-15,롯데렌터카 마포지점(홍대입구역 8번출구)
37.54989,126.948,1899,GA,서울 마포구 염리동 519,염리 삼성아파트 제2아파트
37.5397,127.0672,2352,GA,서울 광진구 자양동 9-4,건대입구역 6번출구
37.49365,126.93,2263,GA,서울 관악구 봉천동 715-88,봉천동 유케이타운빌라
37.51167,126.9348,263,GA,서울 동작구 노량진2동 270-3,노량진2동
37.5022,127.0643,312,GA,서울 강남구 대치동 980-9,대치2동 주민센터
37.5442,126.8484,1280,GA,서울 강서구 화곡동 46-127,화곡본동 주민센터 옆
37.53159,126.9013,292,GA,서울 영등포구 당산동5가 11-34,당산역 10번출구
37.50586,127.0026,500,GA,서울 서초구 잠원동 75-13,반포
37.54975,126.9123,2117,EV,서울 마포구 합정동 472,합정역 8번출구(마포한강푸르지오)
37.54132,126.9738,758,GA,서울 용산구 남영동 120-2,숙대입구역 6번출구
37.60273,127.0816,1906,GA,서울 중랑구 중화1동 29-2,중화역 2번출구
37.59678,126.9161,2150,GA,서울 은평구 응암동 122-4,응암역 4번출구
37.5882,127.0953,689,GA,서울 중랑구 면목동 42-58,서일대 앞
37.51652,127.0411,58,GA,서울 강남구 논현동 241-8,강남구청역 2번출구
37.50352,127.0329,941,GA,서울 강남구 역삼동 626-23,역삼역 6번출구(우진카인테리어)
37.66448,127.034,515,GA,서울 도봉구 방학2동 632-1,방학동 도깨비시장
37.52412,126.875,984,GA,서울 양천구 목동 405-268,오목교역 7번출구
37.55634,126.9217,1976,GA,서울 마포구 동교동 161-2,홍대입구역교차로
37.56534,126.9932,2182,GA,서울 중구 초동 17-1,을지로3가역 8번출구
37.55188,126.9137,1240,GA,서울 마포구 서교동 490,합정역 메세나폴리스
37.4868,127.1273,486,GA,서울 송파구 문정동 19,문정푸르지오2차아파트
37.58709,126.9367,2142,GA,서울 서대문구 홍제동 342,홍제중앙하이츠아파트 앞
37.50615,126.962,1304,GA,서울 동작구 흑석동 95-7,흑석동
37.61951,126.9216,954,GA,서울 은평구 불광동 311-13,연신내역 2번출구
37.49744,127.0003,2124,GA,서울 서초구 반포동 74-7,반포4동 주민센터
37.61068,127.058,352,GA,서울 성북구 석관동 245-4,돌곶이역
37.52434,127.0328,330,GA,서울 강남구 신사동 627-6,도산공원 앞
37.50003,126.8511,2243,GA,서울 구로구 개봉동 134-8,개봉1동주민센터 옆(공영주차장)
37.49496,127.0791,310,GA,서울 강남구 개포동 13-2,대청역
37.53607,126.8391,1285,GA,서울 강서구 화곡동 370-63,화곡중앙 골목시장 앞
37.50697,127.1134,742,GA,서울 송파구 송파동 128,송파초교 앞
37.55932,126.8363,2519,GA,서울 강서구 마곡동 797-4,발산역 9번출구
37.59042,127.057,1295,GA,서울 동대문구 휘경동 183-113,회기역 1번출구
37.48248,127.1276,116,GA,서울 송파구 문정동 82-13,건영아파트사거리
37.58356,127.0526,1095,GA,서울 동대문구 전농동 103-106,전농동CNH홈
37.54127,127.1259,2,GA,서울 강동구 천호동 563,2001아울렛 천호점
37.55589,126.9421,2310,GA,서울 마포구 노고산동 1-50,이대역 6번출구(우리마포복지관)
37.50485,126.9443,600,GA,서울 동작구 상도동 29-87,상도역
37.5599,127.0392,995,GA,서울 성동구 행당동 4-12,왕십리역(비트플렉스)
37.56363,127.0657,1090,GA,서울 동대문구 장안동 431-4,장한평역 2번출구(동대문 소방서)
37.58131,126.8885,608,GA,서울 마포구 상암동 1597,상암 사보이시티DMC
37.6436,126.9204,1989,GA,서울 은평구 진관동 7,은평뉴타운구파발9단지래미안아파트
37.63238,126.9201,2010,GA,서울 은평구 진관동 101,은평뉴타운박석고개12단지
37.52612,127.0288,890,GA,서울 강남구 신사동 610-5 앞,압구정역
37.49135,126.8561,97,GA,서울 구로구 개봉동 403-45,개봉2동 주민센터 옆
37.57685,127.0719,2163,TO,서울 동대문구 장안동 300,장안동 근린공원
37.55062,126.9569,894,GA,서울 마포구 공덕동 105-92,애오개역 4번출구
37.49505,126.8918,2441,GA,서울 구로구 구로동 94-1,대림역 4번출구(AJ구로점)
37.60865,127.0284,1243,GA,서울 성북구 길음동 20-1,현대백화점 미아점
37.64925,127.0293,873,GA,서울 도봉구 쌍문3동 315-62,쌍문역 4번출구
37.57883,127.0574,1094,GA,서울 동대문구 전농동 60-31,전농동 사거리
37.61897,127.0777,1191,GA,서울 노원구 공릉동 661-16,태릉입구역 5번출구(동명빌딩)
37.57298,126.988,238,GA,서울 종로구 낙원동 254-4,낙원상가
37.55579,126.9378,2407,GA,서울 서대문구 창천동 18-42,신촌역 4번출구
37.48465,126.9108,2444,GA,서울 관악구 신림동 1729,신대방역 제창그로힐아파트
37.4627,126.9065,248,GA,서울 금천구 시흥동 139-2,남부여성발전센터 옆
37.61569,127.0295,27,GA,서울 강북구 미아동 62-7,SK주유소 새한점(미아사거리역)
37.52964,126.9977,1227,GA,서울 용산구 보광동 242-1,한국폴리텍대학 정수캠퍼스 앞
37.5712,126.9231,2080,GA,서울 서대문구 연희동 522-2,연가교교차로 옆
37.46578,126.9033,2477,GA,서울 금천구 독산동 1040-60,푸른골 어린이공원 옆
37.52896,126.9637,1010,GA,서울 용산구 한강로3가 40-999  ,HDC아이파크몰(용산역)
37.58589,127.0843,2217,GA,서울 중랑구 면목동 548-24,면목동 유지빌
37.52832,126.9991,2067,GA,서울 용산구 보광동 259-1,기업은행보광동지점 옆
37.48708,126.8808,1206,GA,서울 구로구 가리봉동 1-11,하늘공원
37.53547,127.1203,1199,GA,서울 송파구 풍납동 154,풍납토성길
37.53816,127.1412,222,GA,서울 강동구 길동 392-6,길동역 2번출구
37.52482,126.864,469,GA,서울 양천구 신정동 995-2,목동역 7번출구
37.5621,127.0144,787,GA,서울 중구 가산동 464-2,신당동 주민센터
37.55558,126.9059,435,TO,서울 마포구 망원동 403-2,망원역 망원시장
37.4826,126.9958,509,GA,서울 서초구 방배동 911-22,방배역 3번출구
37.58279,127.0202,540,GA,서울 성북구 보문동5가 145-4,보문역 7번출구
37.46409,126.9335,2296,GA,서울 관악구 신림동 306-65,삼성동 제2공영주차장
37.55292,127.1546,127,GA,서울 강동구 명일동 47-12,고덕역
37.5305,127.0736,2218,GA,"서울 광진구 자양동 589-5,6",자양동 지오빌
37.50251,127.0633,313,GA,서울 강남구 대치동 980-5,대치2동 주민센터 옆
37.65741,127.0679,2083,GA,서울 노원구 상계동 385-1,상계2동 주민센터
37.48307,126.8978,178,GA,서울 구로구 구로동 222-31,구로디지털단지
37.50581,127.052,1946,GA,서울 강남구 삼성동142-43,선릉역 10번출구
37.51776,126.8668,910,GA,서울 양천구 신정동 321-3,양천구청 앞
37.56284,126.8238,2035,GA,서울 강서구 마곡동 768-2,마곡역 동익드미라벨
37.52817,126.8539,2013,GA,서울 양천구 신정동 872-5,SK주유소 경인점
37.55444,126.9622,2461,GA,서울 중구 만리동2가 218-126,만리동 예술인협동조합주택
37.48174,126.9295,813,GA,서울 관악구 신림동 1637-23,신림역 3번출구
37.56355,127.0701,1091,GA,서울 동대문구 장안동 443-16,장한평역 3번출구
37.53886,126.9457,427,GA,서울 마포구 마포동 180-1,마포역 4번출구
37.49649,126.8429,979,GA,서울 구로구 오류동 23-32,오류시장 옆
37.48104,126.9522,657,GA,서울 관악구 봉천동 862-1,롯데렌터카 관악영업소(서울대입구역 3번출구)
37.49184,126.8239,987,GA,서울 구로구 온수동 51-26,온수역
37.54157,126.8446,2318,GA,서울 강서구 화곡동 98-86,볏골공원 공영주차장
37.62071,127.0607,266,TO,서울 노원구 월계동 943,노원 세양청마루아파트
37.57279,127.0263,830,GA,서울 동대문구 신설동 96-10,예술의전당 앞
37.55931,126.8353,2229,GA,서울 강서구 마곡동 797-1,발산역 9번출구(퀸즈파크나인)
37.46514,127.0245,2336,GA,서울 서초구 우면동 689,삼성 서울R&D캠퍼스 C타워
37.5477,127.0678,2453,GA,서울 광진구 화양동 21-20,화양사거리 광진캠퍼스시티
37.52266,126.9374,929,GA,서울 영등포구 여의도동 40-3 여의도초등학교 정문 옆,여의나루역(4번출구 원효대교남단)
37.48278,126.9189,2109,GA,서울 관악구 신사동 507-24,GS칼텍스 대한통운신림
37.54805,126.8783,135,GA,서울 강서구 염창동 260-7,골든서울호텔
37.57659,126.896,386,GA,서울 마포구 상암동 19-4,디지털미디어시티역 9번출구
37.50177,126.8577,2524,GA,서울 구로구 고척동 145-145,고척동 동호파크타운
37.47847,127.0415,900,GA,서울 서초구 양재동 90-2,양재동 카페거리
37.5891,127.0765,685,GA,서울 중랑구 면목동 181-132,서울중랑초등학교
37.53382,126.8923,707,GA,서울 영등포구 양평동3가 96-1,선유도역 6번출구
37.60419,126.9053,659,GA,서울 은평구 역촌동 산 31-1,서울서북병원
37.50101,127.1444,415,GA,서울 송파구 마천동 17-9,마천공원 옆
37.48068,127.0117,972,GA,서울 서초구 서초동 1464-16,예술의전당 앞
37.52905,127.1254,74,GA,서울 강동구 성내동 541-2,강동구 보건소
37.57643,127.0566,1096,GA,서울 동대문구 전농동 295-29,전농동사거리 옆
37.55905,126.9167,2390,GA,서울 마포구 성산동 232-13,스피드메이트 청기와2점
37.47097,126.9731,1917,GA,서울 관악구 남현동 1132,서울사당초등학교 뒤
37.45327,126.903,774,GA,서울 금천구 시흥동 886-14,시흥사거리
37.59244,127.072,1235,GA,서울 중랑구 상봉동 137-8,한인 S-Oil
37.54882,126.954,670,GA,서울 마포구 공덕동 168,서울신용보증재단 본점
37.49128,126.8919,187,GA,서울 구로구 구로동 139-82,구로리공원
37.53267,126.9631,1009,GA,서울 용산구 한강로3가 14-1,용산역 3번출구
37.47009,127.0443,902,GA,서울 서초구 양재동 370-5,양재시민의숲역
37.65483,127.0489,1150,TO,서울 도봉구 창동 1-9,창동역 1번출구
37.53276,127.0919,83,GA,서울 광진구 구의동 599-4,강변역
37.52557,126.8379,837,GA,서울 양천구 신월동 411-1,신월4동(신월주차장)
37.47166,127.0415,2470,GA,서울 서초구 양재동 311,양재근린공원 공영주차장
37.47556,126.9832,567,TO,서울 서초구 방배동 506-9,사당역공영주차장
37.51581,126.8924,2355,GA,서울 영등포구 문래동3가 76-1,문래역 1번출구
37.53742,126.8389,2319,GA,서울 강서구 화곡동 662-15,강서가로공원 공영주차장
37.56118,127.0453,2201,TO,서울 성동구 사근동 223-22,사근동 주민센터
37.56342,126.8047,233,TO,서울 강서구 방화동 886,김포공항(스카이파크)
37.56722,126.9622,637,GA,서울 서대문구 냉천동 31 감리교신학대학,서대문역(감리신학대)
37.50825,127.058,1195,GA,서울 강남구 삼성동 158-5,포스코사거리
37.54787,126.837,2475,GA,서울 강서구 화곡동 1165-1,우장산역 2번출구 레이존
37.53729,127.0827,162,GA,서울 광진구 자양동 779-5,광진구청 옆
37.55429,126.9568,893,GA,서울 마포구 아현동 270-15,애오개역 2번출구
37.58322,126.9225,1952,GA,서울 서대문구 남가좌동 3-19,충암고등학교 뒤
37.54641,127.1426,211,GA,서울 강동구 천호동 34-6,굽은다리역 2번출구
37.58027,127.0612,2245,GA,서울 동대문구 전농동 688,전농동 래미안아름숲
37.58422,126.9249,2377,GA,서울 서대문구 홍은동 356-1,명지전문대학교
37.5368,126.9693,568,GA,서울 용산구 문배동 24-5,삼각지역(용산등기소)
37.49911,126.8269,2546,GA,서울 구로구 궁동 83-3,오류고등학교 옆
37.5093,127.0592,2471,GA,서울 강남구 삼성동 159-6,도심공항터미널
37.54632,127.1513,455,GA,서울 강동구 명일동 223-7,명일2동주민센터
